,Date,Day,Month,Season,Protein,Vegetables,Carbs,Fruits,Drinks
0,January 1 2023,Sunday,January,Winter,15.618101782710436,12.31993941811405,6.560186404424365,9.986584841970366,24.50714306409916
1,January 2 2023,Monday,January,Winter,0.0,0.0,7.0,0.0,5.0
2,January 3 2023,Tuesday,January,Winter,2.0,0.0,0.0,7.0,0.0
3,January 4 2023,Wednesday,January,Winter,10.308767414437037,13.324426408004218,6.818249672071007,6.123391106782762,24.699098521619945
4,January 5 2023,Thursday,January,Winter,2.0,0.0,0.0,3.0,0.0
5,January 6 2023,Friday,January,Winter,10.0,0.0,0.0,0.0,0.0
6,January 7 2023,Saturday,January,Winter,16.84104976325554,6.996737821583597,10.924145688620424,9.142344384136116,22.851759613930135
7,January 8 2023,Sunday,January,Winter,10.696756190799967,6.705241236872915,14.488855372533333,4.650515929852795,21.075448519014383
8,January 9 2023,Monday,January,Winter,0.0,0.0,0.0,2.0,0.0
9,January 10 2023,Tuesday,January,Winter,0.0,0.0,0.0,0.0,0.0
10,January 11 2023,Wednesday,January,Winter,10.515827816728276,7.587799816000169,8.11711076089411,10.62522284353982,24.093204020787823
11,January 12 2023,Thursday,January,Winter,0.0,0.0,3.0,0.0,3.0
12,January 13 2023,Friday,January,Winter,0.0,0.0,0.0,0.0,0.0
13,January 14 2023,Saturday,January,Winter,18.968499682166275,5.884925020519195,5.45227288910538,5.959828624191452,24.218742350231167
14,January 15 2023,Sunday,January,Winter,14.879954961448966,7.713490317738959,8.567533266935893,12.287375091519294,18.88677289689482
15,January 16 2023,Monday,January,Winter,0.0,0.0,0.0,0.0,0.0
16,January 17 2023,Tuesday,January,Winter,10.0,0.0,0.0,7.0,0.0
17,January 18 2023,Wednesday,January,Winter,12.980735223012587,13.154614284548341,12.290071680409874,11.068573438476172,15.055221171236024
18,January 19 2023,Thursday,January,Winter,0.0,0.0,0.0,0.0,0.0
19,January 20 2023,Friday,January,Winter,0.0,0.0,0.0,0.0,0.0
20,January 21 2023,Saturday,January,Winter,11.43115174735617,11.688412526636073,10.912977877077271,10.659223566174965,18.708182521982664
21,January 22 2023,Sunday,January,Winter,14.120826894850962,8.829268747537899,13.48913824266084,13.717120953891037,20.612434258477013
22,January 23 2023,Monday,January,Winter,0.0,0.0,0.0,0.0,5.0
23,January 24 2023,Tuesday,January,Winter,0.0,0.0,0.0,0.0,0.0
24,January 25 2023,Wednesday,January,Winter,10.471437785301013,8.143559810763268,14.07566473926093,9.085706911647028,21.364104112637804
25,January 26 2023,Thursday,January,Winter,5.0,0.0,0.0,0.0,0.0
26,January 27 2023,Friday,January,Winter,0.0,0.0,3.0,0.0,0.0
27,January 28 2023,Saturday,January,Winter,23.207017585228865,7.95633685837714,9.565345704829102,5.054942598302706,21.24354048133793
28,January 29 2023,Sunday,January,Winter,13.276606558252503,13.832802589188683,6.220879547006733,7.24345021005274,19.165099478703663
29,January 30 2023,Monday,January,Winter,10.0,0.0,10.0,0.0,0.0
30,January 31 2023,Tuesday,January,Winter,10.0,0.0,0.0,0.0,0.0
31,February 1 2023,Wednesday,February,Winter,10.10428195796786,9.174110031487789,6.198653673336828,6.221078104707303,20.107473025775658
32,February 2 2023,Thursday,February,Winter,0.0,0.0,7.0,3.0,7.0
33,February 3 2023,Friday,February,Winter,0.0,0.0,0.0,0.0,0.0
34,February 4 2023,Saturday,February,Winter,13.703140942579019,12.12270589924442,14.97740485048942,5.480869299533999,21.963042728397884
35,February 5 2023,Sunday,February,Winter,14.001715214129275,9.110370133182313,8.45071248026683,4.330507329005484,24.76614955832653
36,February 6 2023,Monday,February,Winter,0.0,0.0,0.0,2.0,0.0
37,February 7 2023,Tuesday,February,Winter,0.0,0.0,0.0,5.0,5.0
38,February 8 2023,Wednesday,February,Winter,15.544816840921067,13.031397563798958,14.83423140894843,8.703006344460384,17.42159938277426
39,February 9 2023,Thursday,February,Winter,3.0,0.0,0.0,0.0,0.0
40,February 10 2023,Friday,February,Winter,0.0,0.0,0.0,0.0,0.0
41,February 11 2023,Saturday,February,Winter,14.889383578028271,12.11149532438018,8.486659872917294,12.095010461397154,17.202410475655483
42,February 12 2023,Sunday,February,Winter,11.442648266371311,8.975720210875224,13.37710105907328,9.177513505274801,24.40523264489604
43,February 13 2023,Monday,February,Winter,0.0,10.0,5.0,0.0,10.0
44,February 14 2023,Tuesday,February,Winter,0.0,0.0,0.0,0.0,0.0
45,February 15 2023,Wednesday,February,Winter,18.328012173991937,7.418522909004517,13.972157579533267,4.931027678058992,20.296505783560065
46,February 16 2023,Thursday,February,Winter,0.0,0.0,0.0,0.0,5.0
47,February 17 2023,Friday,February,Winter,0.0,0.0,0.0,0.0,0.0
48,February 18 2023,Saturday,February,Winter,23.30629636397676,11.420316461542878,6.616287140946138,4.841399649950488,22.798755458576238
49,February 19 2023,Sunday,February,Winter,23.478312827906187,5.091970516166296,11.635017691080558,5.014715428660321,21.0642905965959
50,February 20 2023,Monday,February,Winter,0.0,0.0,3.0,0.0,0.0
51,February 21 2023,Tuesday,February,Winter,0.0,0.0,0.0,0.0,0.0
52,February 22 2023,Wednesday,February,Winter,10.271130454232813,6.788227092213289,12.441705230565622,7.664687845828599,19.938937151834345
53,February 23 2023,Thursday,February,Winter,0.0,0.0,0.0,0.0,0.0
54,February 24 2023,Friday,February,Winter,0.0,5.0,0.0,3.0,3.0
55,February 25 2023,Saturday,February,Winter,18.848062713408158,9.867421529594552,9.343943655104287,13.06098787718554,24.78892858275009
56,February 26 2023,Sunday,February,Winter,15.251176115420135,11.689240596630997,7.301852682415553,12.64167565071903,21.451033620305648
57,February 27 2023,Monday,February,Winter,0.0,0.0,0.0,0.0,0.0
58,February 28 2023,Tuesday,February,Winter,0.0,0.0,0.0,2.0,0.0
59,March 1 2023,Wednesday,March,Spring,13.701587002554444,19.283185625877252,14.733238552349356,10.425473186538515,5.108196315702072
60,March 2 2023,Thursday,March,Spring,0.0,0.0,5.0,2.0,0.0
61,March 3 2023,Friday,March,Spring,0.0,0.0,0.0,10.0,0.0
62,March 4 2023,Saturday,March,Spring,19.361547741607808,15.70061170089365,11.920057813593358,7.777411950166148,9.87220857672481
63,March 5 2023,Sunday,March,Spring,19.900538501042632,15.183296523637367,12.926148942033635,14.018984575423644,5.980588106655668
64,March 6 2023,Monday,March,Spring,0.0,0.0,0.0,3.0,0.0
65,March 7 2023,Tuesday,March,Spring,0.0,5.0,0.0,0.0,0.0
66,March 8 2023,Wednesday,March,Spring,18.670723185801037,15.113423988609378,13.386361431734201,11.012130357497597,11.392683867895299
67,March 9 2023,Thursday,March,Spring,0.0,0.0,0.0,0.0,0.0
68,March 10 2023,Friday,March,Spring,0.0,5.0,0.0,0.0,0.0
69,March 11 2023,Saturday,March,Spring,10.93981939840869,10.35942273796742,11.341157077660613,10.724784145059681,9.047960986973218
70,March 12 2023,Sunday,March,Spring,12.865412521282844,10.305002499390493,13.580804485277266,7.298785509993715,9.135832823983076
71,March 13 2023,Monday,March,Spring,3.0,0.0,0.0,0.0,0.0
72,March 14 2023,Tuesday,March,Spring,2.0,0.0,0.0,0.0,0.0
73,March 15 2023,Wednesday,March,Spring,10.85347464993768,15.31354631568148,12.099439211985652,11.325080972880851,5.361772048180254
74,March 16 2023,Thursday,March,Spring,0.0,0.0,0.0,0.0,0.0
75,March 17 2023,Friday,March,Spring,0.0,7.0,5.0,0.0,0.0
76,March 18 2023,Saturday,March,Spring,12.508605273466612,10.808729666171978,12.507999206122932,10.426515799520862,6.29033572031959
77,March 19 2023,Sunday,March,Spring,10.581935955084436,14.423522297311045,7.750986320650334,8.918298873259225,11.406496093385364
78,March 20 2023,Monday,March,Spring,10.0,0.0,0.0,2.0,0.0
79,March 21 2023,Tuesday,March,Spring,0.0,0.0,5.0,3.0,0.0
80,March 22 2023,Wednesday,March,Spring,10.477161276916489,11.58646447642491,9.735037333731213,7.961317182445137,8.962260473458535
81,March 23 2023,Thursday,March,Spring,0.0,0.0,0.0,0.0,0.0
82,March 24 2023,Friday,March,Spring,0.0,0.0,2.0,0.0,0.0
83,March 25 2023,Saturday,March,Spring,14.734717707805657,14.33851649237973,11.926800784417733,10.188037875178988,6.212413089370106
84,March 26 2023,Sunday,March,Spring,16.350936508676437,13.746126146264713,11.0250900686407,12.006879325713891,5.317128068404312
85,March 27 2023,Monday,March,Spring,0.0,0.0,0.0,0.0,7.0
86,March 28 2023,Tuesday,March,Spring,0.0,0.0,0.0,5.0,7.0
87,March 29 2023,Wednesday,March,Spring,10.265113105416217,19.402302414249576,10.105359409652175,11.603793423007032,9.100429068914243
88,March 30 2023,Thursday,March,Spring,0.0,0.0,0.0,0.0,0.0
89,March 31 2023,Friday,March,Spring,0.0,0.0,0.0,0.0,0.0
90,April 1 2023,Saturday,April,Spring,19.053506419560637,10.693613008751655,7.145774605212398,7.806224011019413,6.3705379435250755
91,April 2 2023,Sunday,April,Spring,10.944429607559284,10.71188648460229,13.759002487755637,9.55180504235009,9.781047413914498
92,April 3 2023,Monday,April,Spring,0.0,0.0,0.0,0.0,0.0
93,April 4 2023,Tuesday,April,Spring,2.0,0.0,7.0,0.0,0.0
94,April 5 2023,Wednesday,April,Spring,17.35071043803886,12.820345725713064,13.004918013126867,8.419516350237782,10.624366512693939
95,April 6 2023,Thursday,April,Spring,0.0,0.0,0.0,0.0,0.0
96,April 7 2023,Friday,April,Spring,0.0,0.0,5.0,7.0,0.0
97,April 8 2023,Saturday,April,Spring,19.307573256035646,14.289940273750183,13.036342992677458,13.006968542331979,11.008889262901082
98,April 9 2023,Sunday,April,Spring,11.031238688359327,15.052523724478572,9.560396808244894,13.611659728861934,11.317870346756965
99,April 10 2023,Monday,April,Spring,0.0,0.0,0.0,0.0,0.0
100,April 11 2023,Tuesday,April,Spring,0.0,0.0,0.0,0.0,0.0
101,April 12 2023,Wednesday,April,Spring,16.76769904424303,14.93025657771805,7.733633178067849,7.666275289562077,8.377646647498498
102,April 13 2023,Thursday,April,Spring,0.0,0.0,0.0,2.0,10.0
103,April 14 2023,Friday,April,Spring,2.0,0.0,0.0,10.0,5.0
104,April 15 2023,Saturday,April,Spring,10.912061030486903,10.575587600166443,10.532244010987016,11.396231058589883,8.46094213291807
105,April 16 2023,Sunday,April,Spring,18.877041827583,11.170670164276059,13.092085053739778,8.143933456422687,7.456405087864551
106,April 17 2023,Monday,April,Spring,0.0,0.0,0.0,0.0,0.0
107,April 18 2023,Tuesday,April,Spring,0.0,0.0,0.0,0.0,0.0
108,April 19 2023,Wednesday,April,Spring,18.918969087767767,15.133261686923928,11.65044333781426,8.865824579396222,6.026233751844178
109,April 20 2023,Thursday,April,Spring,0.0,3.0,0.0,0.0,0.0
110,April 21 2023,Friday,April,Spring,0.0,0.0,0.0,0.0,10.0
111,April 22 2023,Saturday,April,Spring,13.762595855309158,17.771469159274368,10.393776073975811,11.46723399788644,5.584505016890681
112,April 23 2023,Sunday,April,Spring,19.06354385094736,14.926251042908591,10.74928513595301,7.0908291581393526,5.7783823761430595
113,April 24 2023,Monday,April,Spring,0.0,0.0,0.0,0.0,0.0
114,April 25 2023,Tuesday,April,Spring,0.0,10.0,10.0,0.0,0.0
115,April 26 2023,Wednesday,April,Spring,18.6859912818946,19.632225394406113,14.759030613661112,7.097235797518531,6.565170869636169
116,April 27 2023,Thursday,April,Spring,0.0,0.0,2.0,3.0,2.0
117,April 28 2023,Friday,April,Spring,0.0,0.0,0.0,0.0,0.0
118,April 29 2023,Saturday,April,Spring,19.69302535619099,16.293986381352624,10.636328518142186,12.565989511876937,8.661684909191042
119,April 30 2023,Sunday,April,Spring,16.275580800840636,19.01158010490989,9.247705516737842,7.363571042731663,9.090200183461702
120,May 1 2023,Monday,May,Spring,0.0,0.0,7.0,0.0,0.0
121,May 2 2023,Tuesday,May,Spring,2.0,0.0,0.0,0.0,0.0
122,May 3 2023,Wednesday,May,Spring,12.65937924964239,12.599498628542626,7.258527608877204,10.62592677463065,7.522415666436878
123,May 4 2023,Thursday,May,Spring,0.0,2.0,0.0,0.0,0.0
124,May 5 2023,Friday,May,Spring,0.0,0.0,0.0,0.0,0.0
125,May 6 2023,Saturday,May,Spring,19.49799913291924,16.1341519593579,14.461827866832106,10.345944290324951,10.08003655871852
126,May 7 2023,Sunday,May,Spring,18.660638895004084,10.26366974497252,13.484426646254663,10.011706935024396,5.316530690743326
127,May 8 2023,Monday,May,Spring,0.0,0.0,10.0,2.0,0.0
128,May 9 2023,Tuesday,May,Spring,3.0,0.0,0.0,0.0,0.0
129,May 10 2023,Wednesday,May,Spring,10.368218676359914,10.136719648269972,12.533715177351297,7.6028724828196985,5.936964831604432
130,May 11 2023,Thursday,May,Spring,0.0,0.0,2.0,0.0,0.0
131,May 12 2023,Friday,May,Spring,5.0,2.0,0.0,0.0,0.0
132,May 13 2023,Saturday,May,Spring,18.496473906774114,14.505441353100935,14.632408218069779,8.03327532121196,6.731436712202384
133,May 14 2023,Sunday,May,Spring,16.0617463445088,16.717006844058567,9.865301744262723,11.945025923663167,6.600499638524239
134,May 15 2023,Monday,May,Spring,0.0,0.0,3.0,3.0,0.0
135,May 16 2023,Tuesday,May,Spring,0.0,0.0,3.0,0.0,0.0
136,May 17 2023,Wednesday,May,Spring,19.67973765439823,17.91817839469633,10.840367736147801,11.719647177101088,5.618857563559526
137,May 18 2023,Thursday,May,Spring,5.0,0.0,0.0,2.0,0.0
138,May 19 2023,Friday,May,Spring,0.0,0.0,0.0,0.0,0.0
139,May 20 2023,Saturday,May,Spring,16.172637120972922,16.08087849541885,11.438524868337804,12.09315457297826,11.863239075646645
140,May 21 2023,Sunday,May,Spring,10.910020910513303,15.474463068991115,14.283770227226185,10.607283579328836,10.084779228551598
141,May 22 2023,Monday,May,Spring,5.0,0.0,0.0,0.0,0.0
142,May 23 2023,Tuesday,May,Spring,0.0,7.0,0.0,0.0,0.0
143,May 24 2023,Wednesday,May,Spring,17.689177413153974,10.45861266404633,9.779307265803315,11.96644547537673,5.463651844963061
144,May 25 2023,Thursday,May,Spring,0.0,0.0,0.0,0.0,0.0
145,May 26 2023,Friday,May,Spring,0.0,5.0,0.0,5.0,10.0
146,May 27 2023,Saturday,May,Spring,11.519026935122943,16.408747448032145,9.765338266590906,8.455040675193159,5.971790208545871
147,May 28 2023,Sunday,May,Spring,18.967884099060118,16.67557738521027,8.538312150469366,8.378558969613039,8.317731481840106
148,May 29 2023,Monday,May,Spring,0.0,0.0,0.0,0.0,2.0
149,May 30 2023,Tuesday,May,Spring,3.0,0.0,0.0,0.0,2.0
150,May 31 2023,Wednesday,May,Spring,14.607787680327258,13.642698610480755,12.523158629034922,11.027338166838856,6.444336028840548
151,June 1 2023,Thursday,June,Summer,0.0,0.0,3.0,10.0,10.0
152,June 2 2023,Friday,June,Summer,0.0,0.0,0.0,0.0,7.0
153,June 3 2023,Saturday,June,Summer,7.093493233367103,18.062012797930613,8.993038761534633,12.768776481472038,3.4761681548510186
154,June 4 2023,Sunday,June,Summer,9.62534716133148,14.845229851910213,8.473019086121184,13.70472102791382,4.951309116558179
155,June 5 2023,Monday,June,Summer,0.0,7.0,0.0,0.0,0.0
156,June 6 2023,Tuesday,June,Summer,0.0,5.0,0.0,0.0,0.0
157,June 7 2023,Wednesday,June,Summer,7.424705036347296,11.07172011339776,7.789649467293819,15.321134852653156,6.260938131640185
158,June 8 2023,Thursday,June,Summer,10.0,0.0,0.0,0.0,5.0
159,June 9 2023,Friday,June,Summer,10.0,0.0,0.0,3.0,0.0
160,June 10 2023,Saturday,June,Summer,11.488228402915759,13.429268642782603,7.895879765722224,12.332164115498012,4.840834426234438
161,June 11 2023,Sunday,June,Summer,10.86535434660759,15.841994847141692,8.947289901579651,14.795821017542501,6.461938127603499
162,June 12 2023,Monday,June,Summer,0.0,0.0,0.0,0.0,0.0
163,June 13 2023,Tuesday,June,Summer,0.0,0.0,0.0,7.0,0.0
164,June 14 2023,Wednesday,June,Summer,8.653568196740576,19.336918237598745,6.030137452536299,13.30348481280914,3.802662381700226
165,June 15 2023,Thursday,June,Summer,0.0,0.0,5.0,7.0,0.0
166,June 16 2023,Friday,June,Summer,0.0,0.0,0.0,0.0,5.0
167,June 17 2023,Saturday,June,Summer,14.173956130855316,19.972555347683944,9.586441051896083,16.969614623664214,6.60798734244528
168,June 18 2023,Sunday,June,Summer,13.208614731533526,19.750671629451425,7.962995117035138,10.053000063976054,7.783168772974205
169,June 19 2023,Monday,June,Summer,0.0,0.0,0.0,0.0,0.0
170,June 20 2023,Tuesday,June,Summer,0.0,0.0,3.0,0.0,0.0
171,June 21 2023,Wednesday,June,Summer,12.072300956444444,11.995069273383198,8.944988734793952,17.109524788367484,6.238720185448933
172,June 22 2023,Thursday,June,Summer,0.0,0.0,0.0,0.0,0.0
173,June 23 2023,Friday,June,Summer,0.0,0.0,0.0,0.0,0.0
174,June 24 2023,Saturday,June,Summer,8.22353844974723,11.344146769389742,6.253499881891071,13.366042781939207,9.919681859119562
175,June 25 2023,Sunday,June,Summer,10.956387406078443,12.546406547637638,8.726010888895717,18.09874445854635,8.081822879117492
176,June 26 2023,Monday,June,Summer,7.0,5.0,0.0,0.0,0.0
177,June 27 2023,Tuesday,June,Summer,0.0,0.0,2.0,0.0,0.0
178,June 28 2023,Wednesday,June,Summer,12.41120649290059,19.38340456821038,6.724932264662641,17.308674752036442,2.53197013893422
179,June 29 2023,Thursday,June,Summer,3.0,0.0,0.0,0.0,0.0
180,June 30 2023,Friday,June,Summer,0.0,2.0,0.0,0.0,0.0
181,July 1 2023,Saturday,July,Summer,10.883066757950566,16.337585637201773,9.631464521850063,12.356917460649997,4.529572658371957
182,July 2 2023,Sunday,July,Summer,11.241015441818377,14.519486012990392,8.855129819421304,16.829820634171323,9.197339562337385
183,July 3 2023,Monday,July,Summer,0.0,0.0,10.0,0.0,5.0
184,July 4 2023,Tuesday,July,Summer,0.0,0.0,0.0,5.0,0.0
